prompt,output
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The maximum score is 300, which is achieved by getting 12 strikes in a row. Conversation:  Wizard: Have you ever been bowling? It is when you roll a heavy ball towards some pins as a target.  Apprentice: I have been bowling, but I am terrible at it, like gutterballs half the time terrible  Wizard: Ever made a strike? Where all the pins are knocked down on the first roll?  Apprentice: I have had a few but far too many to make it enjoyable haha","<pad> Apprentice: I have been bowling, but I am terrible at it. I have had "
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: It stocks 7,000 candies from around the world. Conversation:  Wizard: Have you ever heard of Dylans Candy bar ?  Apprentice: no i haven't what is it made of  Wizard: It is made of sugar in the shape of a bar.  Apprentice: i meant it is chocolate or fruity candy","<pad> Wizard: Have you ever heard of Dylans Candy bar? Apprentice: No, I have"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The hot dog's cultural traditions include the Nathan's Hot Dog Eating Contest and the Oscar Mayer Wienermobile. Conversation:  Wizard: hot dogs are simply cooked sausage and an american classic  Apprentice: What type of food is that ?  Wizard: its just a steamed hot dog in a bun  Apprentice: Where does it originate from?",<pad> Wizard: It originated in the United States.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage. Conversation:  Wizard: if you mix yellow and blue the result is green  Apprentice: Wow, we call that colour combination  Wizard: i have come to realize that green is the most common color in nature  Apprentice: Yeah, exactly. The grass is green, it also signifies cleanliness",<pad> Wizard: I have come to realize that green is the most common color in nature.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: corporate bonds and convertible bonds. Conversation:  Apprentice: I want to teach my family about investing by buying them a few shares of stock, but I really don't know much about it.  Wizard: The stock market can also be called the equity market or share market. That is where you buy and sell stocks. The stock represent ownership claims on businesses.  Apprentice: Oh, so I could tell my kids they own part of a company.  That's cool.  Maybe I should get them a share in a company they know then, like Apple or XBox or Snapchat?",<pad> Apprentice: I'm thinking about buying a share in Apple.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The team with the most points at the end of a game wins. Conversation:  Wizard: I like American football which is also known as gridiron   Apprentice: So do I.  What is your favorite team?  Wizard: I like the New York giants team  Apprentice: Do you think their quarterback Eli Manning will make it to the Hall of Fame?","<pad> Wizard: Yes, I think he will.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Following the success of ""Nevermind"", Nirvana was labeled ""the flagship band"" of Generation X, and Cobain hailed as ""the spokesman of a generation"". Conversation:  Wizard: Kurt Cobain was one of my favorite musicians, I really loved Nirvana.  Apprentice: My brother must be a big fan. He has a Fender Jag Stang guitar. Apparently Cobain helped design it.  Wizard: That's right, it was intended as a hybrid of the Jaguar and Mustang Fender guitars.  Apprentice: That's interesting. It seems to be more like a blues guitar than a rock guitar. Does that make sense?","<pad> Wizard: Yes, it's a hybrid of the Jaguar and Mustang Fender guitars"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The terms ""accounting"" and ""financial reporting"" are often used as synonyms. Conversation:  Wizard: I work in the field of Accounting which can be divided into many fields such as financial accounting, managerial accounting, external auditing, tax accounting, and cost accounting.  Apprentice: That is a lot of different fields.  Did you have to go to school for a long time to learn all of that stuff?  Wizard: Yes, I had to do a 4 year Bachelors degree at an university. I work in management accounting.  Apprentice: You sound like you have a lot of experience.  What is your favorite aspect of accounting?",<pad> Wizard: I like the managerial accounting.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: It is the second largest island in the British Isles, after Great Britain. Conversation:  Apprentice: I have never been to Ireland before.  Wizard: it is very nice, it  is an island in the North Atlantic  Apprentice: Is Ireland part of the UK?",<pad> Ireland is an island in the North Atlantic.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: According to Nielsen SoundScan, the entire catalog of the group has sold 6.5 million units in the United States and Canada . Conversation:  Apprentice: The Insane Clown Posse is so insane. Who are these guys?  Wizard: Funny you ask! My daughter introduced me to them last week. They are an American hip hop duo. One is named Violent J and the other Shaggy 2 Dope. I was speechless after listening to them!  Apprentice: Haha. I came across the Insane Clown Posse on the internet and they are so fascinatingly weird. What else do you know about them?",<pad> Apprentice: I've heard of them. They're so weird.</s>
