,episode_idx,topic,round,message,response,knowledge,gold,Q2
398,398,Harry Potter,4,"Oh yea, thats right.  What does J.K stand for?",J.K. Rowling is a British author.,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",It is her pen name but it stands for Joanne Rowling,0.0
399,399,Auto racing,3,I think that sounds very old fashioned. lol. What cars do you race?,"Apprentice: I like to study, collect and race cars in my free time. Wizard: Same","Almost as soon as automobiles had been invented, races of various sorts were organised, with the first recorded as early as 1867.",I race mustang.  Another fact is that almost as soon as automobiles had been invented races were organized right away ,0.0
400,400,Harry Potter,3,It is funny when the books first came out I was not into them or the movies,Harry Potter is a fictional character in the Harry Potter series of books and films.,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.","What changed your opinion on the young wizard, Harry Potter, and his friends at Hogwarts?",0.0
401,401,List of national parks of the United States,3,Which parks are the most popular parks for tourist?,The United States has 59 protected areas known as national parks. Old Faithful geys,"The park is known for its wildlife and its many geothermal features, especially Old Faithful geyser, one of its most popular features.","Well, there are a lot of popular ones.  I would say Yellowsstone is the most popular since it is the oldest!  It was established 1872.",0.0
402,402,Green,4,Yes I do is red,"Apprentice has a favorite color, red.",no_passages_used,"My other one is purple, red doesn't look good with my skin tone. Red used to be the color of nobility though!",0.0
403,403,Elvis Presley,4,I know. I can't believe how well known and popular he still is and has so many impersonators. ,Wizard: Elvis is a legend and icon of the 20th century. He was referred,"Contrary to popular belief, Elvis impersonators have existed since the mid-1950s, just after Elvis began his career.",What impresses me that a lot of Elvis impersonators actually sing his songs. I bet that's tough!,0.0
405,405,Hunting,4,"Yes I make my own sausage with deer meat and half pork it is very heart healthy and delicious, seasoned with red pepper","Apprentice: Yes, I make my own sausage with deer meat and half pork. It is","However, excessive hunting has also heavily contributed to the endangerment, extirpation and extinction of many animals.","Sounds delicious, Hunting can also be a means of pest control, do you hunt for that?",0.0
407,407,American football,3,Ha! That's about the extent of my knowledge! Do you know how long the NFL has been around? ,The National Football League (NFL) has been around since 1920.,The television rights to broadcast National Football League (NFL) games are the most lucrative and expensive rights of any American sport.,I know history a bit better than the rules.  I believe the first game of American football took place in 1869.  It was a college game.,0.3333333333333333
408,408,Cheerleading,3,where was it started?,"Cheerleading is an activity wherein the participants (referred to as ""cheerleaders","It can be performed to motivate sports teams, entertain the audience, or for competition.","Im not sure, from chanting slogans to intense physical activity it is fun!",0.0
409,409,Cod,4,Cod fish is very important to nations economies,"Cod liver oil is an important source of vitamin A, vitamin D, E, and omega-3","Cod livers are processed to make cod liver oil, an important source of vitamin A, vitamin D, vitamin E, and omega-3 fatty acids (EPA and DHA).","In the UK, it's the most common ingredient in fish and chips alon gwith haddock and plaice.",0.9166666666666666
410,410,Popcorn,4,i guess if you going to cut out starches it would make sense not to eat popcorn,"Wizard: I hate popcorn, cause it come from corn kernels. Apprentice: Really? I","The six major types of corn are dent corn, flint corn, pod corn, popcorn, flour corn, and sweet corn.",I also do not like the fact that a popcorn puff is 20 to 50 times the size of the original kernel.,0.0
411,411,Chihuahua (dog),3,"Yeah, I imagined they would come from Mexico. I still don't understand why they're so small, though. Did they just get bred that way somehow?",The Techichi is a dog that was a favorite of the Toltec civil,"No records of the Techichi are available prior to the 9th century, although dog pots from Colima, Mexico, buried as part of the western Mexico shaft tomb tradition which date back to 300 BC are thought to depict Techichis.","Well the earliest evidence show that they were around in 100 AD, so as far as breeding I do not know",0.2
412,412,Broken heart,4,What lead to the distress?where you jilted ?,Wizard: I have been hurt severally from a broken relationship. Emotional pain that,"The concept is believed to be universal, with many cultures using the same words to describe both physical pain and the feelings associated with relationship loss.","Not really, I left, it is believed to be part of the survival instinct.",0.25
413,413,Elvis Presley,4,Did Elvis grow up playing music?,"Elvis was born in Tupelo, Mississippi but moved to Memphis, Tennessee with his family when","With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",HIs music career began in 1954 with a record company that wanted to bring the sound of African American music to a wider audience. I had no idea!,0.0
414,414,Green,4,"Oh that sounds interesting, can you tell me more about plants and chlorophyll?","Wizard: Well, chlorophyll is the chemical that plants use for energy.",It is evoked by light which has a dominant wavelength of roughly 495570 nm.,"You might what to ask someone knowledgeable on those subjects. Since you are curious about green, There are minerals like the Emerald that take on the green color.",0.0
