,episode_idx,topic,round,message,response,knowledge,gold,Q2
347,347,Guns N' Roses,3,OH really!? thats awesome. What is your favorite song?,Keane was sent off for a blatant knee-high foul on Alf,"The twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) debuted at number two and number one on the ""Billboard"" 200 respectively and have sold a combined 35 million copies worldwide, including 14 million units in the United States.","Interestingly they had eight-song album ""G N' R Lies"" (1988) which reached number two on the ""Billboard"" 200.",0.0
348,348,Neurosurgery,3,When did neurosurgery first get discovered?,Bobby Darin was born Walden Robert Cassotto in the East Harle,"Most, but not all, residency programs have some component of basic science or clinical research.","I am not sure, but I know that in the US neurosurgeons have to complete undergraduate, then four years of medical school, and then seven years of residency. Pretty crazy!",0.0
349,349,Guns N' Roses,4,I heard of their Illusion Tour,"Ruth met Helen Woodford (1897-19192) as teenagers on October 17, 1914.","Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",The tour was splendid. It was one of their longest tout,0.0
350,350,Online shopping,3,"Same, and I like that people have not tried on the clothes before you",Harold Adams Innis was born in 1894 on a small livestock and dairy farm near,Google Chrome is a freeware web browser developed by Google.,"Yeah, I like that you just have to have a web browser",0.0
351,351,Harry Potter,4,Sounds soo cool! How many books are in the series?,The Suite Life on Deck,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.","There are around seven, and they are really popular among young adult audiences.",0.0
352,352,Dylan's Candy Bar,3,I didn't know that.  How long have they been around?,"Auden began writing poems at thirteen, mostly in the styles of 19th-century romantic poet","Lauren was inspired to create the store, which is asserted to be the ""largest unique candy store in the world"", by the Roald Dahl story of ""Willy Wonka & the Chocolate Factory"".","I'm not sure but it was founded by Dylan Lauren, daughter of fashion designer Ralph Lauren.",0.0
353,353,Cycling,3,Not really getting my swell on so much as enjoying the nice weather. I predominately road bike on prairie paths. ,"Deborah Jeane Palfrey, also known as the ""D.C. Madam",They are the principal means of transportation in many parts of the world.,Your not alone I think something like one billion people current bike.,0.0
354,354,Kurt Cobain,4,"Yes, Nirvana was a good band. it still a well known band","Zubaydah ""provided significant information on two operatives, [inclu","It is the opening track and lead single from the band's second album, ""Nevermind"" (1991), released on DGC Records.","The band consisted of Kurt Cobain, krist Novoselic, and finally Dave Grohl after going through several drummers.",0.0
355,355,Military rank,3,That is true,"Kitty Pryde was born in Deerfield, Illinois, to Carmen and Theres","The military rank system incorporates the principles of exercising power and authority, and the military chain of command – the succession of commanders superior to subordinates through which command is exercised – constructs an important component for organized collective action.","Its based on dominance, authority, as well as roles and responsibility in a military hierarchy.",0.0
357,357,Hot dog,3,YUMMMM!  ,"Hunter had a 1957 hit record with the song ""Young Love,"" which was No.","This type of sausage was culturally imported from Germany and popularized in the United States, where it became a working-class street food sold at hot dog stands and carts.",I've just recently learned that corn dogs and pigs in a blanket are hot dog variants. I thought they were jump similar foods.,0.0
358,358,Bowling,4,When I was in school we used to go bowling once a week as a part of P.E. ,The record did not do well.,no_passages_used,"That sounds like it would have been fun. I used to do pretty well, scoring often over 200 points. Do you know your highest score?",0.0
359,359,Kurt Cobain,4,"I didn't know she was in Sons of Anarchy.  They had a child together too, right?",Robert Fleischman was hired to bring about those changes.,"Grunge (sometimes referred to as the Seattle sound) is a subgenre of alternative rock and a subculture that emerged during the in the Pacific Northwest U.S. state of Washington, particularly in Seattle and nearby towns.",They did. Her name was Francis Bean and she was very young when he died. I believe Courtney Love was only in a couple episodes of Sons of Anarchy. Do you watch the show?,0.0
361,361,Accounting,3,When did it start?,The war in Iraq.,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","Account has been around form any years,formally it began in 1494 by Italian mathematician Pacioli",0.0
362,362,Consulting firm,3,"Yes, but sometimes our ads have capital letters in the wrong places, so we are a discount marketing agency.","Dara was born Sandara Park on November 12, 1984, in Busan, South Korea.",This is called outsourcing.,"I hear that and we know how important advertising is for selling a product, service or idea.",0.0
364,364,Green,4,Interesting. Do like to paint or know about it?,"No, he doesn't like to paint.","Portrait of an Army Doctor (in French Portrait d'un médecin militaire) is a 1914-15 painting by the French artist, theorist and writer Albert Gleizes.","I like to body point sometimes, but it can get messy.",0.0
365,365,American football,4,That does seem like it would be fun - what teams do you like?,"Fabolous' third album Real Talk was released on November 5, 2004. It debuted at","Founded on January 30, 1960, they played their first regular-season game on September 11, 1960, as a charter member of the American Football League (AFL) which merged with the NFL in 1970.",The Raiders are my favorite team and the Steelers are my girlfriends favorite.,0.0
